Epoch 1/100, Loss: 45.93829485301971
Test Loss: 45.874855041503906
Epoch 2/100, Loss: 45.95355817337036
Epoch 3/100, Loss: 45.90347983360291
Epoch 4/100, Loss: 45.8861996137619
Epoch 5/100, Loss: 45.87524798088074
Epoch 6/100, Loss: 45.8621560043335
Epoch 7/100, Loss: 45.84645886745453
Epoch 8/100, Loss: 45.8363677318573
Epoch 9/100, Loss: 45.8269895406723
Epoch 10/100, Loss: 45.829257336616514
