Epoch 1/100, Loss: 55.357925140762326
Test Loss: 53.178157806396484
Epoch 2/100, Loss: 45.850983022499086
Epoch 3/100, Loss: 45.82519602966308
Epoch 4/100, Loss: 45.80643657474518
Epoch 5/100, Loss: 45.79263069324493
Epoch 6/100, Loss: 45.774204790306094
Epoch 7/100, Loss: 45.775899251365665
Epoch 8/100, Loss: 45.767550761032105
Epoch 9/100, Loss: 45.759089453125
Epoch 10/100, Loss: 45.74889409065246
